Date,BookingLocation,Region,Team,Product,TransactionsCount,ClientsCount,YearMonth
2025-01-04,Zurich,EMEA,Front Office,Execution-only,1061,52,2025-01
2025-01-04,Zurich,EMEA,Operations,Execution-only,873,40,2025-01
2025-01-04,Zurich,EMEA,Client Onboarding,Execution-only,269,15,2025-01
2025-01-04,Zurich,EMEA,Compliance & Controls,Execution-only,167,6,2025-01
2025-01-04,Zurich,EMEA,Front Office,Lombard Lending,480,37,2025-01
2025-01-04,Zurich,EMEA,Operations,Lombard Lending,390,20,2025-01
2025-01-04,Zurich,EMEA,Client Onboarding,Lombard Lending,103,9,2025-01
2025-01-04,Zurich,EMEA,Compliance & Controls,Lombard Lending,70,7,2025-01
2025-01-04,Zurich,EMEA,Front Office,Structured Products,285,19,2025-01
2025-01-04,Zurich,EMEA,Operations,Structured Products,271,16,2025-01
2025-01-04,Zurich,EMEA,Client Onboarding,Structured Products,78,2,2025-01
2025-01-04,Zurich,EMEA,Compliance & Controls,Structured Products,50,1,2025-01
2025-01-04,Geneva,EMEA,Front Office,Advisory,480,37,2025-01
2025-01-04,Geneva,EMEA,Operations,Advisory,405,15,2025-01
2025-01-04,Geneva,EMEA,Client Onboarding,Advisory,131,9,2025-01
2025-01-04,Geneva,EMEA,Compliance & Controls,Advisory,59,1,2025-01
2025-01-04,Geneva,EMEA,Front Office,Discretionary,532,35,2025-01
2025-01-04,Geneva,EMEA,Operations,Discretionary,397,23,2025-01
2025-01-04,Geneva,EMEA,Client Onboarding,Discretionary,109,9,2025-01
2025-01-04,Geneva,EMEA,Compliance & Controls,Discretionary,74,4,2025-01
2025-01-04,Geneva,EMEA,Front Office,Execution-only,728,43,2025-01
2025-01-04,Geneva,EMEA,Operations,Execution-only,561,27,2025-01
2025-01-04,Geneva,EMEA,Client Onboarding,Execution-only,181,10,2025-01
2025-01-04,Geneva,EMEA,Compliance & Controls,Execution-only,111,1,2025-01
2025-01-04,Geneva,EMEA,Front Office,Lombard Lending,296,16,2025-01
2025-01-04,Geneva,EMEA,Operations,Lombard Lending,248,5,2025-01
2025-01-04,Geneva,EMEA,Client Onboarding,Lombard Lending,68,7,2025-01
2025-01-04,Geneva,EMEA,Compliance & Controls,Lombard Lending,48,3,2025-01
2025-01-04,Geneva,EMEA,Front Office,Structured Products,182,15,2025-01
2025-01-04,Geneva,EMEA,Operations,Structured Products,139,7,2025-01
2025-01-04,Geneva,EMEA,Client Onboarding,Structured Products,47,1,2025-01
2025-01-04,Geneva,EMEA,Compliance & Controls,Structured Products,34,2,2025-01
2025-01-04,London,EMEA,Front Office,Advisory,646,49,2025-01
2025-01-04,London,EMEA,Operations,Advisory,519,19,2025-01
2025-01-04,London,EMEA,Client Onboarding,Advisory,164,8,2025-01
2025-01-04,London,EMEA,Compliance & Controls,Advisory,81,2,2025-01
2025-01-04,London,EMEA,Front Office,Discretionary,688,43,2025-01
2025-01-04,London,EMEA,Operations,Discretionary,552,26,2025-01
2025-01-04,London,EMEA,Client Onboarding,Discretionary,173,10,2025-01
2025-01-04,London,EMEA,Compliance & Controls,Discretionary,91,1,2025-01
2025-01-04,London,EMEA,Front Office,Execution-only,913,53,2025-01
2025-01-04,London,EMEA,Operations,Execution-only,742,40,2025-01
2025-01-04,London,EMEA,Client Onboarding,Execution-only,235,11,2025-01
2025-01-04,London,EMEA,Compliance & Controls,Execution-only,111,7,2025-01
2025-01-04,London,EMEA,Front Office,Lombard Lending,433,22,2025-01
2025-01-04,London,EMEA,Operations,Lombard Lending,287,15,2025-01
2025-01-04,London,EMEA,Client Onboarding,Lombard Lending,97,7,2025-01
2025-01-04,London,EMEA,Compliance & Controls,Lombard Lending,56,1,2025-01
2025-01-04,London,EMEA,Front Office,Structured Products,235,18,2025-01
2025-01-04,London,EMEA,Operations,Structured Products,204,8,2025-01
2025-01-04,London,EMEA,Client Onboarding,Structured Products,54,1,2025-01
2025-01-04,London,EMEA,Compliance & Controls,Structured Products,33,1,2025-01
2025-01-04,New York,Americas,Front Office,Advisory,540,51,2025-01
2025-01-04,New York,Americas,Operations,Advisory,427,23,2025-01
2025-01-04,New York,Americas,Client Onboarding,Advisory,146,5,2025-01
2025-01-04,New York,Americas,Compliance & Controls,Advisory,81,3,2025-01
2025-01-04,New York,Americas,Front Office,Discretionary,649,30,2025-01
2025-01-04,New York,Americas,Operations,Discretionary,507,19,2025-01
2025-01-04,New York,Americas,Client Onboarding,Discretionary,150,13,2025-01
2025-01-04,New York,Americas,Compliance & Controls,Discretionary,93,1,2025-01
2025-01-04,New York,Americas,Front Office,Execution-only,760,46,2025-01
2025-01-04,New York,Americas,Operations,Execution-only,637,29,2025-01
2025-01-04,New York,Americas,Client Onboarding,Execution-only,209,10,2025-01
2025-01-04,New York,Americas,Compliance & Controls,Execution-only,116,5,2025-01
2025-01-04,New York,Americas,Front Office,Lombard Lending,361,13,2025-01
2025-01-04,New York,Americas,Operations,Lombard Lending,304,11,2025-01
2025-01-04,New York,Americas,Client Onboarding,Lombard Lending,95,6,2025-01
2025-01-04,New York,Americas,Compliance & Controls,Lombard Lending,49,2,2025-01
2025-01-04,New York,Americas,Front Office,Structured Products,222,11,2025-01
2025-01-04,New York,Americas,Operations,Structured Products,172,3,2025-01
2025-01-04,New York,Americas,Client Onboarding,Structured Products,60,3,2025-01
2025-01-04,New York,Americas,Compliance & Controls,Structured Products,28,5,2025-01
2025-01-04,Singapore,APAC,Front Office,Advisory,468,30,2025-01
2025-01-04,Singapore,APAC,Operations,Advisory,345,17,2025-01
2025-01-04,Singapore,APAC,Client Onboarding,Advisory,121,10,2025-01
2025-01-04,Singapore,APAC,Compliance & Controls,Advisory,74,3,2025-01
2025-01-04,Singapore,APAC,Front Office,Discretionary,531,36,2025-01
2025-01-04,Singapore,APAC,Operations,Discretionary,447,16,2025-01
2025-01-04,Singapore,APAC,Client Onboarding,Discretionary,136,3,2025-01
2025-01-04,Singapore,APAC,Compliance & Controls,Discretionary,74,4,2025-01
2025-01-04,Singapore,APAC,Front Office,Execution-only,642,49,2025-01
2025-01-04,Singapore,APAC,Operations,Execution-only,535,21,2025-01
2025-01-04,Singapore,APAC,Client Onboarding,Execution-only,176,10,2025-01
2025-01-04,Singapore,APAC,Compliance & Controls,Execution-only,101,5,2025-01
2025-01-04,Singapore,APAC,Front Office,Lombard Lending,287,10,2025-01
2025-01-04,Singapore,APAC,Operations,Lombard Lending,210,11,2025-01
2025-01-04,Singapore,APAC,Client Onboarding,Lombard Lending,63,3,2025-01
2025-01-04,Singapore,APAC,Compliance & Controls,Lombard Lending,32,3,2025-01
2025-01-04,Singapore,APAC,Front Office,Structured Products,179,8,2025-01
2025-01-04,Singapore,APAC,Operations,Structured Products,138,6,2025-01
2025-01-04,Singapore,APAC,Client Onboarding,Structured Products,35,3,2025-01
2025-01-04,Singapore,APAC,Compliance & Controls,Structured Products,42,3,2025-01
2025-01-04,Hong Kong,APAC,Front Office,Advisory,409,19,2025-01
2025-01-04,Hong Kong,APAC,Operations,Advisory,377,20,2025-01
2025-01-04,Hong Kong,APAC,Client Onboarding,Advisory,108,4,2025-01
2025-01-04,Hong Kong,APAC,Compliance & Controls,Advisory,62,3,2025-01
2025-01-04,Hong Kong,APAC,Front Office,Discretionary,431,39,2025-01
2025-01-04,Hong Kong,APAC,Operations,Discretionary,358,19,2025-01
2025-01-04,Hong Kong,APAC,Client Onboarding,Discretionary,119,6,2025-01
2025-01-04,Hong Kong,APAC,Compliance & Controls,Discretionary,62,1,2025-01
2025-01-04,Hong Kong,APAC,Front Office,Execution-only,589,40,2025-01
2025-01-04,Hong Kong,APAC,Operations,Execution-only,498,22,2025-01
2025-01-04,Hong Kong,APAC,Client Onboarding,Execution-only,152,10,2025-01
2025-01-04,Hong Kong,APAC,Compliance & Controls,Execution-only,97,5,2025-01
2025-01-04,Hong Kong,APAC,Front Office,Lombard Lending,285,21,2025-01
2025-01-04,Hong Kong,APAC,Operations,Lombard Lending,201,8,2025-01
2025-01-04,Hong Kong,APAC,Client Onboarding,Lombard Lending,57,1,2025-01
2025-01-04,Hong Kong,APAC,Compliance & Controls,Lombard Lending,32,3,2025-01
2025-01-04,Hong Kong,APAC,Front Office,Structured Products,161,8,2025-01
2025-01-04,Hong Kong,APAC,Operations,Structured Products,136,11,2025-01
2025-01-04,Hong Kong,APAC,Client Onboarding,Structured Products,40,2,2025-01
2025-01-04,Hong Kong,APAC,Compliance & Controls,Structured Products,28,2,2025-01
2025-01-05,Zurich,EMEA,Front Office,Advisory,785,53,2025-01
2025-01-05,Zurich,EMEA,Operations,Advisory,636,20,2025-01
2025-01-05,Zurich,EMEA,Client Onboarding,Advisory,204,7,2025-01
2025-01-05,Zurich,EMEA,Compliance & Controls,Advisory,132,4,2025-01
2025-01-05,Zurich,EMEA,Front Office,Discretionary,831,52,2025-01
2025-01-05,Zurich,EMEA,Operations,Discretionary,692,29,2025-01
2025-01-05,Zurich,EMEA,Client Onboarding,Discretionary,215,14,2025-01
2025-01-05,Zurich,EMEA,Compliance & Controls,Discretionary,128,6,2025-01
2025-01-05,Zurich,EMEA,Front Office,Execution-only,1047,61,2025-01
2025-01-05,Zurich,EMEA,Operations,Execution-only,913,39,2025-01
2025-01-05,Zurich,EMEA,Client Onboarding,Execution-only,241,16,2025-01
2025-01-05,Zurich,EMEA,Compliance & Controls,Execution-only,170,7,2025-01
2025-01-05,Zurich,EMEA,Front Office,Lombard Lending,486,24,2025-01
2025-01-05,Zurich,EMEA,Operations,Lombard Lending,399,9,2025-01
2025-01-05,Zurich,EMEA,Client Onboarding,Lombard Lending,106,6,2025-01
2025-01-05,Zurich,EMEA,Compliance & Controls,Lombard Lending,67,4,2025-01
2025-01-05,Zurich,EMEA,Front Office,Structured Products,303,11,2025-01
2025-01-05,Zurich,EMEA,Operations,Structured Products,247,13,2025-01
2025-01-05,Zurich,EMEA,Client Onboarding,Structured Products,82,1,2025-01
2025-01-05,Zurich,EMEA,Compliance & Controls,Structured Products,53,1,2025-01
2025-01-05,Geneva,EMEA,Front Office,Advisory,512,37,2025-01
2025-01-05,Geneva,EMEA,Operations,Advisory,371,19,2025-01
2025-01-05,Geneva,EMEA,Client Onboarding,Advisory,111,12,2025-01
2025-01-05,Geneva,EMEA,Compliance & Controls,Advisory,66,2,2025-01
2025-01-05,Geneva,EMEA,Front Office,Discretionary,581,29,2025-01
2025-01-05,Geneva,EMEA,Operations,Discretionary,447,24,2025-01
2025-01-05,Geneva,EMEA,Client Onboarding,Discretionary,147,8,2025-01
2025-01-05,Geneva,EMEA,Compliance & Controls,Discretionary,84,5,2025-01
2025-01-05,Geneva,EMEA,Front Office,Execution-only,707,43,2025-01
2025-01-05,Geneva,EMEA,Operations,Execution-only,536,31,2025-01
2025-01-05,Geneva,EMEA,Client Onboarding,Execution-only,175,12,2025-01
2025-01-05,Geneva,EMEA,Compliance & Controls,Execution-only,112,4,2025-01
2025-01-05,Geneva,EMEA,Front Office,Lombard Lending,274,17,2025-01
2025-01-05,Geneva,EMEA,Operations,Lombard Lending,240,12,2025-01
2025-01-05,Geneva,EMEA,Client Onboarding,Lombard Lending,77,3,2025-01
2025-01-05,Geneva,EMEA,Compliance & Controls,Lombard Lending,47,4,2025-01
2025-01-05,Geneva,EMEA,Front Office,Structured Products,206,9,2025-01
2025-01-05,Geneva,EMEA,Operations,Structured Products,181,9,2025-01
2025-01-05,Geneva,EMEA,Client Onboarding,Structured Products,48,3,2025-01
2025-01-05,Geneva,EMEA,Compliance & Controls,Structured Products,30,2,2025-01
2025-01-05,London,EMEA,Front Office,Advisory,606,42,2025-01
2025-01-05,London,EMEA,Operations,Advisory,522,25,2025-01
2025-01-05,London,EMEA,Client Onboarding,Advisory,145,15,2025-01
2025-01-05,London,EMEA,Compliance & Controls,Advisory,74,6,2025-01
2025-01-05,London,EMEA,Front Office,Discretionary,732,38,2025-01
2025-01-05,London,EMEA,Operations,Discretionary,544,32,2025-01
2025-01-05,London,EMEA,Client Onboarding,Discretionary,190,8,2025-01
2025-01-05,London,EMEA,Compliance & Controls,Discretionary,95,3,2025-01
2025-01-05,London,EMEA,Front Office,Execution-only,884,64,2025-01
2025-01-05,London,EMEA,Operations,Execution-only,696,24,2025-01
2025-01-05,London,EMEA,Client Onboarding,Execution-only,216,6,2025-01
2025-01-05,London,EMEA,Compliance & Controls,Execution-only,145,5,2025-01
2025-01-05,London,EMEA,Front Office,Lombard Lending,385,18,2025-01
2025-01-05,London,EMEA,Operations,Lombard Lending,305,15,2025-01
2025-01-05,London,EMEA,Client Onboarding,Lombard Lending,95,4,2025-01
2025-01-05,London,EMEA,Compliance & Controls,Lombard Lending,56,5,2025-01
2025-01-05,London,EMEA,Front Office,Structured Products,277,12,2025-01
2025-01-05,London,EMEA,Operations,Structured Products,214,11,2025-01
2025-01-05,London,EMEA,Client Onboarding,Structured Products,65,4,2025-01
2025-01-05,London,EMEA,Compliance & Controls,Structured Products,41,1,2025-01
2025-01-05,New York,Americas,Front Office,Advisory,549,30,2025-01
2025-01-05,New York,Americas,Operations,Advisory,438,14,2025-01
2025-01-05,New York,Americas,Client Onboarding,Advisory,152,7,2025-01
2025-01-05,New York,Americas,Compliance & Controls,Advisory,97,1,2025-01
2025-01-05,New York,Americas,Front Office,Discretionary,654,42,2025-01
2025-01-05,New York,Americas,Operations,Discretionary,471,20,2025-01
2025-01-05,New York,Americas,Client Onboarding,Discretionary,155,6,2025-01
2025-01-05,New York,Americas,Compliance & Controls,Discretionary,101,7,2025-01
2025-01-05,New York,Americas,Front Office,Execution-only,778,53,2025-01
2025-01-05,New York,Americas,Operations,Execution-only,633,16,2025-01
2025-01-05,New York,Americas,Client Onboarding,Execution-only,200,15,2025-01
2025-01-05,New York,Americas,Compliance & Controls,Execution-only,110,4,2025-01
2025-01-05,New York,Americas,Front Office,Lombard Lending,332,20,2025-01
2025-01-05,New York,Americas,Operations,Lombard Lending,249,9,2025-01
2025-01-05,New York,Americas,Client Onboarding,Lombard Lending,86,2,2025-01
2025-01-05,New York,Americas,Compliance & Controls,Lombard Lending,59,2,2025-01
2025-01-05,New York,Americas,Front Office,Structured Products,233,12,2025-01
2025-01-05,New York,Americas,Operations,Structured Products,188,8,2025-01
2025-01-05,New York,Americas,Client Onboarding,Structured Products,61,3,2025-01
2025-01-05,New York,Americas,Compliance & Controls,Structured Products,33,3,2025-01
2025-01-05,Singapore,APAC,Front Office,Advisory,451,18,2025-01
2025-01-05,Singapore,APAC,Operations,Advisory,346,16,2025-01
2025-01-05,Singapore,APAC,Client Onboarding,Advisory,106,8,2025-01
2025-01-05,Singapore,APAC,Compliance & Controls,Advisory,61,5,2025-01
2025-01-05,Singapore,APAC,Front Office,Discretionary,517,26,2025-01
2025-01-05,Singapore,APAC,Operations,Discretionary,394,23,2025-01
2025-01-05,Singapore,APAC,Client Onboarding,Discretionary,134,6,2025-01
2025-01-05,Singapore,APAC,Compliance & Controls,Discretionary,77,8,2025-01
2025-01-05,Singapore,APAC,Front Office,Execution-only,629,31,2025-01
2025-01-05,Singapore,APAC,Operations,Execution-only,512,14,2025-01
2025-01-05,Singapore,APAC,Client Onboarding,Execution-only,170,11,2025-01
2025-01-05,Singapore,APAC,Compliance & Controls,Execution-only,92,3,2025-01
2025-01-05,Singapore,APAC,Front Office,Lombard Lending,281,18,2025-01
2025-01-05,Singapore,APAC,Operations,Lombard Lending,236,9,2025-01
2025-01-05,Singapore,APAC,Client Onboarding,Lombard Lending,61,6,2025-01
2025-01-05,Singapore,APAC,Compliance & Controls,Lombard Lending,54,1,2025-01
2025-01-05,Singapore,APAC,Front Office,Structured Products,183,8,2025-01
2025-01-05,Singapore,APAC,Operations,Structured Products,155,5,2025-01
2025-01-05,Singapore,APAC,Client Onboarding,Structured Products,43,4,2025-01
2025-01-05,Singapore,APAC,Compliance & Controls,Structured Products,23,1,2025-01
2025-01-05,Hong Kong,APAC,Front Office,Advisory,434,17,2025-01
2025-01-05,Hong Kong,APAC,Operations,Advisory,320,19,2025-01
2025-01-05,Hong Kong,APAC,Client Onboarding,Advisory,103,12,2025-01
2025-01-05,Hong Kong,APAC,Compliance & Controls,Advisory,70,4,2025-01
2025-01-05,Hong Kong,APAC,Front Office,Discretionary,490,36,2025-01
2025-01-05,Hong Kong,APAC,Operations,Discretionary,366,13,2025-01
2025-01-05,Hong Kong,APAC,Client Onboarding,Discretionary,116,4,2025-01
2025-01-05,Hong Kong,APAC,Compliance & Controls,Discretionary,93,7,2025-01
2025-01-05,Hong Kong,APAC,Front Office,Execution-only,600,41,2025-01
2025-01-05,Hong Kong,APAC,Operations,Execution-only,518,23,2025-01
2025-01-05,Hong Kong,APAC,Client Onboarding,Execution-only,141,7,2025-01
2025-01-05,Hong Kong,APAC,Compliance & Controls,Execution-only,75,4,2025-01
2025-01-05,Hong Kong,APAC,Front Office,Lombard Lending,234,15,2025-01
2025-01-05,Hong Kong,APAC,Operations,Lombard Lending,199,4,2025-01
2025-01-05,Hong Kong,APAC,Client Onboarding,Lombard Lending,66,5,2025-01
2025-01-05,Hong Kong,APAC,Compliance & Controls,Lombard Lending,36,1,2025-01
2025-01-05,Hong Kong,APAC,Front Office,Structured Products,167,14,2025-01
2025-01-05,Hong Kong,APAC,Operations,Structured Products,125,5,2025-01
2025-01-05,Hong Kong,APAC,Client Onboarding,Structured Products,36,1,2025-01
2025-01-05,Hong Kong,APAC,Compliance & Controls,Structured Products,25,1,2025-01
2025-01-06,Zurich,EMEA,Front Office,Advisory,1114,51,2025-01
2025-01-06,Zurich,EMEA,Operations,Advisory,913,21,2025-01
2025-01-06,Zurich,EMEA,Client Onboarding,Advisory,271,13,2025-01
2025-01-06,Zurich,EMEA,Compliance & Controls,Advisory,174,6,2025-01
2025-01-06,Zurich,EMEA,Front Office,Discretionary,1195,62,2025-01
2025-01-06,Zurich,EMEA,Operations,Discretionary,1011,24,2025-01
2025-01-06,Zurich,EMEA,Client Onboarding,Discretionary,298,9,2025-01
2025-01-06,Zurich,EMEA,Compliance & Controls,Discretionary,196,8,2025-01
2025-01-06,Zurich,EMEA,Front Office,Execution-only,1603,85,2025-01
2025-01-06,Zurich,EMEA,Operations,Execution-only,1282,44,2025-01
2025-01-06,Zurich,EMEA,Client Onboarding,Execution-only,409,13,2025-01
2025-01-06,Zurich,EMEA,Compliance & Controls,Execution-only,246,10,2025-01
2025-01-06,Zurich,EMEA,Front Office,Lombard Lending,672,26,2025-01
2025-01-06,Zurich,EMEA,Operations,Lombard Lending,514,13,2025-01
2025-01-06,Zurich,EMEA,Client Onboarding,Lombard Lending,176,4,2025-01
2025-01-06,Zurich,EMEA,Compliance & Controls,Lombard Lending,107,4,2025-01
2025-01-06,Zurich,EMEA,Front Office,Structured Products,409,19,2025-01
2025-01-06,Zurich,EMEA,Operations,Structured Products,335,12,2025-01
2025-01-06,Zurich,EMEA,Client Onboarding,Structured Products,111,4,2025-01
2025-01-06,Zurich,EMEA,Compliance & Controls,Structured Products,57,2,2025-01
2025-01-06,Geneva,EMEA,Front Office,Advisory,748,34,2025-01
2025-01-06,Geneva,EMEA,Operations,Advisory,617,14,2025-01
2025-01-06,Geneva,EMEA,Client Onboarding,Advisory,182,5,2025-01
2025-01-06,Geneva,EMEA,Compliance & Controls,Advisory,93,4,2025-01
2025-01-06,Geneva,EMEA,Front Office,Discretionary,797,26,2025-01
2025-01-06,Geneva,EMEA,Operations,Discretionary,638,16,2025-01
2025-01-06,Geneva,EMEA,Client Onboarding,Discretionary,196,8,2025-01
2025-01-06,Geneva,EMEA,Compliance & Controls,Discretionary,100,1,2025-01
2025-01-06,Geneva,EMEA,Front Office,Execution-only,993,51,2025-01
2025-01-06,Geneva,EMEA,Operations,Execution-only,776,27,2025-01
2025-01-06,Geneva,EMEA,Client Onboarding,Execution-only,239,11,2025-01
2025-01-06,Geneva,EMEA,Compliance & Controls,Execution-only,140,5,2025-01
2025-01-06,Geneva,EMEA,Front Office,Lombard Lending,423,19,2025-01
2025-01-06,Geneva,EMEA,Operations,Lombard Lending,301,11,2025-01
2025-01-06,Geneva,EMEA,Client Onboarding,Lombard Lending,97,3,2025-01
2025-01-06,Geneva,EMEA,Compliance & Controls,Lombard Lending,57,5,2025-01
2025-01-06,Geneva,EMEA,Front Office,Structured Products,290,9,2025-01
2025-01-06,Geneva,EMEA,Operations,Structured Products,229,3,2025-01
2025-01-06,Geneva,EMEA,Client Onboarding,Structured Products,78,4,2025-01
2025-01-06,Geneva,EMEA,Compliance & Controls,Structured Products,41,1,2025-01
2025-01-06,London,EMEA,Front Office,Advisory,916,38,2025-01
2025-01-06,London,EMEA,Operations,Advisory,715,17,2025-01
